ubigeo;departamento;provincia;distrito;poblacion;superficie;longitud;latitud
190306;Piura;Huancabamba;El Carmen de La Frontera;14195;702.81;-79.4347;-5.1481
190307;Piura;Huancabamba;San Miguel de El Faique;9067;201.6;-79.6053;-5.4022
190308;Piura;Huancabamba;Lalaquiz;4666;138.95;-79.6783;-5.2128
190401;Piura;Morropón;Chulucanas;76815;842.26;-80.1642;-5.0969
190402;Piura;Morropón;Buenos Aires;8147;245.12;-79.9708;-5.2678
190403;Piura;Morropón;Chalaco;9190;151.96;-79.7958;-5.0417
190404;Piura;Morropón;Morropón;14240;169.96;-79.9717;-5.1861
190405;Piura;Morropón;Salitral;8470;614.03;-79.8319;-5.3419
190406;Piura;Morropón;Santa Catalina de Mossa;4187;76.76;-79.8872;-5.1031
190407;Piura;Morropón;Santo Domingo;7335;187.32;-79.8756;-5.0292
190408;Piura;Morropón;La Matanza;12912;1043.61;-80.0906;-5.2114
190409;Piura;Morropón;Yamango;9715;216.91;-79.7528;-5.1814
190410;Piura;Morropón;San Juan de Bigote;6747;245.21;-79.7875;-5.3189
190501;Piura;Paita;Paita;96707;706.31;-81.1164;-5.0883
190502;Piura;Paita;Amotape;2336;90.82;-81.0178;-4.8822
190503;Piura;Paita;Arenal;1049;8.19;-81.0269;-4.8842
190504;Piura;Paita;La Huaca;11921;599.51;-80.9608;-4.9117
190505;Piura;Paita;Colan;12625;124.93;-81.0572;-4.9092
190506;Piura;Paita;Tamarindo;4632;63.67;-80.9739;-4.8792
190507;Piura;Paita;Vichayal;4901;134.36;-81.0719;-4.8653
190601;Piura;Sullana;Sullana;180896;529.73;-80.7047;-4.9044
190602;Piura;Sullana;Bellavista;38621;3.09;-80.6808;-4.8908
190603;Piura;Sullana;Lancones;13525;2152.99;-80.4778;-4.5767
190604;Piura;Sullana;Marcavelica;29411;1687.98;-80.7061;-4.8814
190605;Piura;Sullana;Miguel Checa;8861;480.26;-80.8169;-4.9025
190606;Piura;Sullana;Querecotillo;25675;270.08;-80.6519;-4.84
190607;Piura;Sullana;Salitral;6834;28.27;-80.6794;-4.8583
190608;Piura;Sullana;Ignacio Escudero;20502;306.53;-80.8747;-4.8458
190701;Piura;Talara;Pariñas;91278;1116.99;-81.2747;-4.5811
190702;Piura;Talara;El Alto;7114;491.33;-81.2239;-4.2697
190703;Piura;Talara;La Brea;11926;692.96;-81.3069;-4.6564
190704;Piura;Talara;Lobitos;1685;233.01;-81.2783;-4.4531
190705;Piura;Talara;Máncora;13045;100.19;-81.0556;-4.1083
190706;Piura;Talara;Los Órganos;9510;165.01;-81.1322;-4.1789
190801;Piura;Sechura;Sechura;44407;5710.85;-80.8217;-5.5567
190802;Piura;Sechura;Vice;14475;261.01;-80.7767;-5.4231
190803;Piura;Sechura;Bernal;7477;71.74;-80.7422;-5.4608
190804;Piura;Sechura;Bellavista de La Unión;4498;13.88;-80.7547;-5.4394
190805;Piura;Sechura;Cristo Nos Valga;4067;234.37;-80.7414;-5.4939
190806;Piura;Sechura;Rinconada Llicuar;3298;19.44;-80.7614;-5.4572
200101;Puno;Puno;Puno;146095;460.63;-70.0278;-15.8406
200102;Puno;Puno;Acora;28363;1941.09;-69.7978;-15.9736
200103;Puno;Puno;Atuncolla;5778;124.74;-70.1436;-15.6878
200104;Puno;Puno;Capachica;11436;117.06;-69.8303;-15.6431
200105;Puno;Puno;Coata;8265;104.0;-69.9503;-15.5711
200106;Puno;Puno;Chucuito;6807;121.18;-69.8922;-15.8947
200107;Puno;Puno;Huata;10988;130.37;-69.9722;-15.6144
200108;Puno;Puno;Mañazo;5400;410.67;-70.3458;-15.7992
200109;Puno;Puno;Paucarcolla;5254;170.04;-70.0556;-15.7461
200110;Puno;Puno;Pichacani;5298;1633.48;-70.0642;-16.1508
200111;Puno;Puno;San Antonio;4025;376.75;-70.3458;-16.1414
200112;Puno;Puno;Tiquillaca;1725;455.71;-70.1872;-15.7978
200113;Puno;Puno;Vilque;3163;193.29;-70.2594;-15.7661
200114;Puno;Puno;Platería;7674;238.59;-69.8356;-15.9475
200115;Puno;Puno;Amantani;4538;15.0;-69.7194;-15.6572
200201;Puno;Azángaro;Azángaro;28809;706.13;-70.1969;-14.9083
200202;Puno;Azángaro;Achaya;4619;132.23;-70.1608;-15.2847
200203;Puno;Azángaro;Arapa;7707;329.85;-70.1117;-15.1411
200204;Puno;Azángaro;Asillo;17767;392.38;-70.3544;-14.7864
200205;Puno;Azángaro;Caminaca;3543;146.88;-70.0747;-15.3239
200206;Puno;Azángaro;Chupa;13200;143.21;-69.9861;-15.1069
200207;Puno;Azángaro;José Domingo Choquehuanca;5595;69.73;-70.3381;-15.0336
200208;Puno;Azángaro;Muñani;8367;764.49;-69.9528;-14.7689
200210;Puno;Azángaro;Potoni;6586;602.95;-70.1136;-14.3944
200212;Puno;Azángaro;Saman;14541;188.59;-70.0169;-15.2917
200213;Puno;Azángaro;San Antón;10186;514.84;-70.3125;-14.5922
200214;Puno;Azángaro;San José;5838;372.73;-70.1606;-14.6817
200215;Puno;Azángaro;San Juan de Salinas;4430;106.0;-70.1056;-14.9911
200216;Puno;Azángaro;Santiago de Pupuja;5400;301.27;-70.2792;-15.0547
200217;Puno;Azángaro;Tirapata;3141;198.73;-70.4028;-14.9544
200301;Puno;Carabaya;Macusani;13291;1029.56;-70.4308;-14.0686
200302;Puno;Carabaya;Ajoyani;2140;413.11;-70.2264;-14.2294
200303;Puno;Carabaya;Ayapata;12540;1091.61;-70.325;-13.7781
200304;Puno;Carabaya;Coasa;16619;3572.92;-70.0197;-13.9853
200305;Puno;Carabaya;Corani;4035;852.99;-70.6042;-13.8686
200306;Puno;Carabaya;Crucero;9497;836.37;-70.025;-14.3619
200307;Puno;Carabaya;Ituata;6501;1200.79;-70.2178;-13.8761
200308;Puno;Carabaya;Ollachea;5765;595.79;-70.4756;-13.7944
200309;Puno;Carabaya;San Gabán;4199;2029.22;-70.3889;-13.4333
200310;Puno;Carabaya;Usicayos;24668;644.04;-69.9672;-14.1256
200401;Puno;Chucuito;Juli;21619;720.38;-69.4619;-16.215
200402;Puno;Chucuito;Desaguadero;32339;178.21;-69.0433;-16.5653
200403;Puno;Chucuito;Huacullani;23781;705.28;-69.325;-16.6292
200406;Puno;Chucuito;Pisacoma;13871;959.34;-69.3736;-16.9092
200407;Puno;Chucuito;Pomata;16206;382.58;-69.2933;-16.2728
200410;Puno;Chucuito;Zepita;19161;546.57;-69.105;-16.4964
200412;Puno;Chucuito;Kelluyo;26051;485.77;-69.2492;-16.7208
200501;Puno;Huancané;Huancané;18727;381.62;-69.7614;-15.2017
200502;Puno;Huancané;Cojata;4501;881.18;-69.3647;-15.0161
200504;Puno;Huancané;Inchupalla;3422;289.03;-69.6822;-15.0089
200506;Puno;Huancané;Pusi;6515;148.42;-69.9294;-15.4419
200507;Puno;Huancané;Rosaspata;5326;301.47;-69.5303;-15.2347
200508;Puno;Huancané;Taraco;14483;198.02;-69.9792;-15.2978
200509;Puno;Huancané;Vilque Chico;8480;499.38;-69.6886;-15.2144
200511;Puno;Huancané;Huatasani;5634;106.73;-69.8042;-15.0589
200601;Puno;Lampa;Lampa;10351;675.82;-70.3653;-15.3636
200602;Puno;Lampa;Cabanilla;5383;443.04;-70.3489;-15.6194
200603;Puno;Lampa;Calapuja;1506;141.3;-70.2217;-15.31
200604;Puno;Lampa;Nicasio;2710;134.35;-70.2622;-15.2361
200605;Puno;Lampa;Ocuviri;3246;878.26;-70.9117;-15.1128
200606;Puno;Lampa;Palca;2871;483.96;-70.5992;-15.235
200607;Puno;Lampa;Paratia;9675;745.08;-70.6008;-15.4539
200608;Puno;Lampa;Pucará;5201;537.6;-70.3689;-15.0419
200609;Puno;Lampa;Santa Lucia;7620;1595.67;-70.6061;-15.6986
200610;Puno;Lampa;Vilavila;4449;156.65;-70.6606;-15.1883
200701;Puno;Melgar;Ayaviri;22568;1013.14;-70.5897;-14.8811
200702;Puno;Melgar;Antauta;4447;636.17;-70.295;-14.3
200703;Puno;Melgar;Cupi;3519;214.25;-70.8683;-14.9058
200704;Puno;Melgar;Llalli;5003;216.36;-70.8792;-14.9339
200705;Puno;Melgar;Macari;8772;673.78;-70.9033;-14.7706
200706;Puno;Melgar;Nuñoa;11106;2200.16;-70.6372;-14.4767
200707;Puno;Melgar;Orurillo;11009;379.05;-70.5133;-14.7261
200708;Puno;Melgar;Santa Rosa;7526;790.38;-70.7872;-14.6072
200709;Puno;Melgar;Umachiri;4504;323.56;-70.7494;-14.8497
200801;Puno;Sandia;Sandia;12478;580.13;-69.4667;-14.3231
200803;Puno;Sandia;Cuyocuyo;4768;503.91;-69.54;-14.4717
200804;Puno;Sandia;Limbani;4422;2112.34;-69.6897;-14.1458
200805;Puno;Sandia;Phara;4905;400.9;-69.6642;-14.1511
200806;Puno;Sandia;Patambuco;3967;462.72;-69.6222;-14.3594
200807;Puno;Sandia;Quiaca;2413;447.9;-69.3417;-14.4253
200808;Puno;Sandia;San Juan del Oro;14201;197.14;-69.1528;-14.2211
200810;Puno;Sandia;Yanahuaya;2244;670.61;-69.1844;-14.2822
200811;Puno;Sandia;Alto Inambari;9765;1124.88;-69.2442;-14.0897
200812;Puno;Sandia;San Pedro de Putina Punco;14560;5361.88;-69.0467;-14.1119
200901;Puno;San Román;Juliaca;235221;533.5;-70.1356;-15.4939
200902;Puno;San Román;Cabana;4224;191.23;-70.3211;-15.65
200903;Puno;San Román;Cabanillas;5459;1267.06;-70.3503;-15.6425
200904;Puno;San Román;Caracoto;5608;285.87;-70.1022;-15.5683
201001;Puno;Yunguyo;Yunguyo;27385;170.59;-69.095;-16.2469
201002;Puno;Yunguyo;Unicachi;3889;11.1;-68.9761;-16.2239
201003;Puno;Yunguyo;Anapia;3376;9.54;-68.8539;-16.3133
201004;Puno;Yunguyo;Copani;5040;47.37;-69.0439;-16.3989
201005;Puno;Yunguyo;Cuturapi;1245;21.74;-69.1781;-16.2706
201006;Puno;Yunguyo;Ollaraya;5376;23.67;-68.9981;-16.2308
201007;Puno;Yunguyo;Tinicachi;1629;6.2;-68.9603;-16.1967
201101;Puno;San Antonio de Putina;Putina;27607;1021.92;-69.8619;-14.9003
201102;Puno;San Antonio de Putina;Pedro Vilca Apaza;3054;565.81;-69.8897;-15.0592
201103;Puno;San Antonio de Putina;Quilcapuncu;5929;516.66;-69.7344;-14.8964
201104;Puno;San Antonio de Putina;Ananea;33728;939.56;-69.5333;-14.6786
201105;Puno;San Antonio de Putina;Sina;1761;163.43;-69.2817;-14.49
201201;Puno;El Collao;Ilave;59120;874.57;-69.6386;-16.0867
201202;Puno;El Collao;Pilcuyo;13172;157.0;-69.5547;-16.11
201203;Puno;El Collao;Santa Rosa;7989;2524.02;-69.7175;-16.7414
201204;Puno;El Collao;Capazo;2351;1039.25;-69.7439;-17.1828
201205;Puno;El Collao;Conduriri;4496;1005.67;-69.7025;-16.6156
201301;Puno;Moho;Moho;16058;494.36;-69.5;-15.36
201302;Puno;Moho;Conima;3064;72.95;-69.4375;-15.4572
201303;Puno;Moho;Tilali;2769;48.15;-69.3456;-15.5192
201304;Puno;Moho;Huayrapata;4282;388.35;-69.3494;-15.3211
210101;San Martín;Moyobamba;Moyobamba;87833;2737.57;-76.9719;-6.0283
210102;San Martín;Moyobamba;Calzada;4435;95.38;-77.0675;-6.0319
210103;San Martín;Moyobamba;Habana;2078;91.25;-77.0928;-6.0808
210104;San Martín;Moyobamba;Jepelacio;22049;360.03;-76.9161;-6.1081
210105;San Martín;Moyobamba;Soritor;35837;387.76;-77.105;-6.1408
210106;San Martín;Moyobamba;Yantalo;3536;100.32;-77.0225;-5.9747
210201;San Martín;Huallaga;Saposoa;11436;545.43;-76.7733;-6.9339
210202;San Martín;Huallaga;Piscoyacu;3958;184.87;-76.7647;-6.9831
210203;San Martín;Huallaga;Sacanche;2602;143.15;-76.7136;-7.07
210204;San Martín;Huallaga;Tingo de Saposoa;661;37.29;-76.6417;-7.0936
210205;San Martín;Huallaga;Alto Saposoa;3296;1347.34;-76.8139;-6.7658
210206;San Martín;Huallaga;El Eslabón;3965;122.77;-76.7436;-7.0031
210301;San Martín;Lamas;Lamas;12528;79.82;-76.5211;-6.4217
210303;San Martín;Lamas;Barranquita;5140;1065.12;-76.0331;-6.2517
210304;San Martín;Lamas;Caynarachi;8040;1678.69;-76.2836;-6.3306
210305;San Martín;Lamas;Cuñumbuqui;4815;191.46;-76.4803;-6.5089
210306;San Martín;Lamas;Pinto Recodo;11115;524.07;-76.6033;-6.3794
210307;San Martín;Lamas;Rumisapa;2514;39.19;-76.4722;-6.4486
210311;San Martín;Lamas;Shanao;3659;24.59;-76.5939;-6.41
210313;San Martín;Lamas;Tabalosos;13492;485.25;-76.6333;-6.3856
210314;San Martín;Lamas;Zapatero;4823;175.0;-76.4911;-6.5308
210315;San Martín;Lamas;Alonso de Alvarado;19886;294.2;-76.77;-6.35
210316;San Martín;Lamas;San Roque de Cumbaza;1466;525.15;-76.4419;-6.3864
210401;San Martín;Mariscal Cáceres;Juanjuí;26662;335.19;-76.7317;-7.1819
210402;San Martín;Mariscal Cáceres;Campanilla;7672;2249.83;-76.6528;-7.4814
210403;San Martín;Mariscal Cáceres;Huicungo;6630;9830.17;-76.7783;-7.3272
210404;San Martín;Mariscal Cáceres;Pachiza;4205;1839.51;-76.7739;-7.2975
210405;San Martín;Mariscal Cáceres;Pajarillo;6192;244.03;-76.6881;-7.1789
210501;San Martín;Rioja;Rioja;24222;185.69;-77.1669;-6.0589
210502;San Martín;Rioja;Posic;1706;54.65;-77.1636;-6.0139
210503;San Martín;Rioja;Yorongos;3741;74.53;-77.1447;-6.1356
210504;San Martín;Rioja;Yuracyacu;3914;13.74;-77.2269;-5.9278
210505;San Martín;Rioja;Nueva Cajamarca;47637;330.31;-77.3083;-5.94
210506;San Martín;Rioja;Elias Soplín Vargas;13897;199.64;-77.2781;-5.9908
210507;San Martín;Rioja;San Fernando;3360;63.53;-77.27;-5.9019
210508;San Martín;Rioja;Pardo Miguel;23572;1131.87;-77.5025;-5.7381
210509;San Martín;Rioja;Awajun;12342;481.08;-77.3822;-5.8139
210601;San Martín;San Martín;Tarapoto;75656;67.81;-76.3664;-6.4969
210602;San Martín;San Martín;Alberto Leveau;645;268.4;-76.2878;-6.6633
210604;San Martín;San Martín;Cacatachi;3466;75.36;-76.4514;-6.4619
210606;San Martín;San Martín;Chazuta;8206;966.38;-76.0931;-6.5739
210607;San Martín;San Martín;Chipurana;1818;500.44;-75.7411;-6.3539
210608;San Martín;San Martín;El Porvenir;2841;483.21;-75.7867;-6.215
210609;San Martín;San Martín;Huimbayoc;3262;1609.07;-75.7658;-6.4167
210610;San Martín;San Martín;Juan Guerra;3167;196.5;-76.3336;-6.5833
210611;San Martín;San Martín;Morales;30844;43.91;-76.3828;-6.4797
210612;San Martín;San Martín;Papaplaya;1975;686.19;-75.7903;-6.245
210616;San Martín;San Martín;San Antonio;1345;93.03;-76.4044;-6.42
210619;San Martín;San Martín;Sauce;16808;103.0;-76.2183;-6.6914
210620;San Martín;San Martín;Shapaja;1472;270.44;-76.2653;-6.58
210621;San Martín;San Martín;La Banda de Shilcayo;43596;286.68;-76.3514;-6.5033
210701;San Martín;Bellavista;Bellavista;13643;287.12;-76.5883;-7.0653
210702;San Martín;Bellavista;San Rafael;7706;98.32;-76.4764;-7.0308
210703;San Martín;Bellavista;San Pablo;9128;362.49;-76.5731;-6.8081
210704;San Martín;Bellavista;Alto Biavo;7368;6117.12;-76.4544;-7.2936
210705;San Martín;Bellavista;Huallaga;3118;210.42;-76.6489;-7.1292
210706;San Martín;Bellavista;Bajo Biavo;20617;975.43;-76.4867;-7.1011
210801;San Martín;Tocache;Tocache;25393;1142.04;-76.5153;-8.1883
210802;San Martín;Tocache;Nuevo Progreso;12370;860.98;-76.3253;-8.45
210803;San Martín;Tocache;Pólvora;14439;2174.48;-76.6706;-7.9075
210804;San Martín;Tocache;Shunte;983;964.21;-76.7231;-8.35
210805;San Martín;Tocache;Uchiza;20197;723.73;-76.46;-8.4558
210901;San Martín;Picota;Picota;8314;218.72;-76.3317;-6.9194
210902;San Martín;Picota;Buenos Aires;3287;272.97;-76.3269;-6.7939
210903;San Martín;Picota;Caspisapa;2130;81.44;-76.4189;-6.9589
210904;San Martín;Picota;Pilluana;683;239.27;-76.2931;-6.7781
210905;San Martín;Picota;Pucacaca;2431;230.72;-76.3417;-6.8506
210906;San Martín;Picota;San Cristóbal;1427;29.63;-76.4186;-6.9925
210907;San Martín;Picota;San Hilarión;5756;96.55;-76.4428;-7.0022
210908;San Martín;Picota;Tingo de Ponasa;4889;340.01;-76.2511;-6.9356
210909;San Martín;Picota;Tres Unidos;5349;246.52;-76.2311;-6.8064
210910;San Martín;Picota;Shamboyacu;12188;415.58;-76.1119;-7.0425
211001;San Martín;El Dorado;San José de Sisa;11954;299.9;-76.6931;-6.6136
211002;San Martín;El Dorado;Agua Blanca;2385;168.19;-76.6975;-6.7289
211003;San Martín;El Dorado;Shatoja;3281;24.07;-76.7211;-6.5283
211004;San Martín;El Dorado;San Martín;13834;562.57;-76.7425;-6.5147
211005;San Martín;El Dorado;Santa Rosa;10704;243.41;-76.6264;-6.7456
220101;Tacna;Tacna;Tacna;80845;1877.78;-70.2478;-18.01
220102;Tacna;Tacna;Calana;3338;108.38;-70.1825;-17.9406
220104;Tacna;Tacna;Inclán;8125;1414.82;-70.4919;-17.795
220107;Tacna;Tacna;Pachia;1971;603.68;-70.1528;-17.8972
220108;Tacna;Tacna;Palca;1728;1417.86;-69.9583;-17.7733
220109;Tacna;Tacna;Pocollay;22319;265.65;-70.2197;-17.9964
220110;Tacna;Tacna;Sama;2679;1115.98;-70.5731;-17.8586
220111;Tacna;Tacna;Alto de La Alianza;40652;371.4;-70.2475;-17.9908
220112;Tacna;Tacna;Ciudad Nueva;39060;173.42;-70.2378;-17.985
220113;Tacna;Tacna;Coronel Gregorio Albarracin Lanchipa;123662;187.74;-70.2542;-18.0408
220201;Tacna;Tarata;Tarata;3233;864.31;-70.0306;-17.4772
220205;Tacna;Tarata;Héroes Albarracín;676;372.41;-70.1211;-17.4817
220206;Tacna;Tarata;Estique;741;312.85;-70.0206;-17.5428
220207;Tacna;Tarata;Estique-Pampa;703;185.61;-70.0344;-17.5372
220210;Tacna;Tarata;Sitajara;728;251.24;-70.1342;-17.3747
220211;Tacna;Tarata;Susapaya;746;373.21;-70.1311;-17.3528
220212;Tacna;Tarata;Tarucachi;412;113.27;-70.0292;-17.5253
220213;Tacna;Tarata;Ticaco;547;347.06;-70.0456;-17.4506
220301;Tacna;Jorge Basadre;Locumba;2641;968.99;-70.7611;-17.6133
220302;Tacna;Jorge Basadre;Ite;3415;848.18;-70.965;-17.8617
220303;Tacna;Jorge Basadre;Ilabaya;2806;1111.39;-70.5122;-17.4214
220401;Tacna;Candarave;Candarave;3008;1111.03;-70.2497;-17.2669
220402;Tacna;Candarave;Cairani;1299;371.17;-70.3628;-17.2861
220403;Tacna;Candarave;Curibaya;174;126.98;-70.3353;-17.3822
220404;Tacna;Candarave;Huanuara;909;95.61;-70.3217;-17.3133
220405;Tacna;Candarave;Quilahuani;1229;37.66;-70.2583;-17.3175
220406;Tacna;Candarave;Camilaca;1468;518.65;-70.3833;-17.2669
230101;Tumbes;Tumbes;Tumbes;115562;158.14;-80.4536;-3.5647
230102;Tumbes;Tumbes;Corrales;24561;131.6;-80.4797;-3.6022
230103;Tumbes;Tumbes;La Cruz;9444;65.23;-80.5925;-3.6378
230104;Tumbes;Tumbes;Pampas de Hospital;7239;727.75;-80.4358;-3.6956
230105;Tumbes;Tumbes;San Jacinto;8704;598.72;-80.4511;-3.6431
230106;Tumbes;Tumbes;San Juan de La Virgen;4160;118.71;-80.4336;-3.6275
230201;Tumbes;Contralmirante Villar;Zorritos;12785;644.52;-80.6783;-3.6806
230202;Tumbes;Contralmirante Villar;Casitas;2088;855.36;-80.6519;-3.9406
230203;Tumbes;Contralmirante Villar;Canoas de Punta Sal;5700;623.34;-80.9428;-3.9467
230301;Tumbes;Zarumilla;Zarumilla;23148;113.25;-80.275;-3.5011
230302;Tumbes;Zarumilla;Matapalo;2529;392.29;-80.1997;-3.6839
230303;Tumbes;Zarumilla;Papayal;5348;193.53;-80.2333;-3.5736
230304;Tumbes;Zarumilla;Aguas Verdes;24781;46.06;-80.2461;-3.4814
240101;Callao;Callao;Callao;410795;45.65;-77.1492;-12.0603
240102;Callao;Callao;Bellavista;72625;4.56;-77.1317;-12.0625
240103;Callao;Callao;La Punta;3184;18.38;-77.1692;-12.0717
240104;Callao;Callao;CARMEN DE LA LEGUA REYNOSO;40833;2.12;-77.0969;-12.0461
240105;Callao;Callao;La Perla;60011;2.75;-77.1211;-12.0711
240106;Callao;Callao;Ventanilla;402038;69.93;-77.1422;-11.8989
250101;Ucayali;Coronel Portillo;Calleria;159364;10485.41;-74.5322;-8.3828
250102;Ucayali;Coronel Portillo;Yarinacocha;101126;596.2;-74.5769;-8.355
250103;Ucayali;Coronel Portillo;Masisea;13150;14102.19;-74.3097;-8.6025
250104;Ucayali;Coronel Portillo;Campoverde;16324;1194.1;-74.8072;-8.4761
250105;Ucayali;Coronel Portillo;Iparia;12193;8029.12;-74.4378;-9.3064
250106;Ucayali;Coronel Portillo;Nueva Requena;5699;1857.82;-74.8653;-8.3061
250107;Ucayali;Coronel Portillo;Manantay;83040;579.91;-74.5378;-8.3981
250201;Ucayali;Padre Abad;Padre Abad;26614;4689.2;-75.5128;-9.0375
250202;Ucayali;Padre Abad;Irazola;10830;998.93;-75.2139;-8.8289
250203;Ucayali;Padre Abad;Curimaná;8956;2134.04;-75.1597;-8.4353
250301;Ucayali;Atalaya;Raimondi;35109;14504.99;-73.7592;-10.7278
250302;Ucayali;Atalaya;Tahuania;8284;7010.09;-73.9808;-10.1033
250303;Ucayali;Atalaya;Yurua;2716;9175.58;-72.7622;-9.5281
250304;Ucayali;Atalaya;Sepahua;9193;8223.63;-73.0475;-11.1464
250401;Ucayali;Purús;Purús;4657;17847.76;-70.7122;-9.7703
